,Fecha,flow,Site,Device,Loading,Shipping,Payments,Review,Congrats,DropOut_Shipping,DropOut_Payments,DropOut_Review,DropOut_Congrats
0,2019-03-01,cart,MLA,Android,122882.0,7084.0,5313.0,3981.0,3731.0,0.05764880128904152,0.75,0.7492941840767928,0.9372017081135393
1,2019-03-01,cart,MLA,Desktop,68502.0,5419.0,4177.0,3580.0,3479.0,0.07910717935242767,0.7708064218490497,0.8570744553507302,0.9717877094972067
2,2019-03-01,cart,MLA,Mobile,57496.0,2426.0,1832.0,1373.0,1290.0,0.04219423959927647,0.7551525144270403,0.7494541484716157,0.9395484340859432
3,2019-03-01,cart,MLA,iOS,17721.0,1179.0,856.0,671.0,622.0,0.06653123412899949,0.726039016115352,0.7838785046728972,0.9269746646795827
4,2019-03-01,direct,MLA,Android,160081.0,152310.0,124551.0,89380.0,83856.0,0.9514558254883465,0.8177467008075635,0.717617682716317,0.9381964645334526
5,2019-03-01,direct,MLA,Desktop,98263.0,93506.0,80994.0,63941.0,62256.0,0.9515891027141447,0.8661904048938036,0.789453539768378,0.97364758136407
6,2019-03-01,direct,MLA,Mobile,69273.0,65385.0,51310.0,35665.0,33229.0,0.9438742367156034,0.7847365603731743,0.6950886766712142,0.9316977428851816
7,2019-03-01,direct,MLA,iOS,29215.0,27378.0,23245.0,17899.0,16835.0,0.9371213417764847,0.8490393746804004,0.7700150570015057,0.9405553382870552
8,2019-03-01,direct,MLC,Desktop,14970.0,14818.0,12629.0,10444.0,9827.0,0.9898463593854375,0.8522742610338777,0.8269855095415314,0.9409230180007659
9,2019-03-01,direct,MLC,Mobile,14840.0,14695.0,11084.0,8567.0,7445.0,0.9902291105121294,0.7542701599183396,0.7729159148321906,0.8690323333722423
10,2019-03-01,direct,MLU,Desktop,2410.0,2362.0,2104.0,1688.0,1650.0,0.9800829875518672,0.890770533446232,0.8022813688212928,0.9774881516587678
11,2019-03-01,direct,MLU,Mobile,3437.0,3395.0,2788.0,2163.0,2034.0,0.9877800407331976,0.8212076583210604,0.7758249641319943,0.9403606102635229
12,2019-03-02,cart,MLA,Android,92786.0,5349.0,3963.0,2829.0,2649.0,0.05764878322160671,0.7408861469433539,0.7138531415594247,0.936373276776246
13,2019-03-02,cart,MLA,Desktop,35193.0,2784.0,2250.0,1899.0,1828.0,0.07910664052510442,0.8081896551724138,0.844,0.9626119010005266
14,2019-03-02,cart,MLA,Mobile,49178.0,2075.0,1542.0,1085.0,1033.0,0.04219366383342145,0.743132530120482,0.7036316472114138,0.9520737327188941
15,2019-03-02,cart,MLA,iOS,13903.0,925.0,684.0,486.0,439.0,0.06653240307847227,0.7394594594594595,0.7105263157894737,0.9032921810699589
16,2019-03-02,direct,MLA,Android,130042.0,122965.0,97941.0,65134.0,60631.0,0.9455791205918088,0.7964949375838654,0.6650330300895437,0.9308656001473885
17,2019-03-02,direct,MLA,Desktop,51778.0,49285.0,41652.0,30945.0,30009.0,0.9518521379736568,0.8451252916708938,0.7429415154134256,0.9697527872031023
18,2019-03-02,direct,MLA,Mobile,59904.0,56554.0,43704.0,27576.0,25477.0,0.9440771901709402,0.7727835343211797,0.6309719934102141,0.9238830867420946
19,2019-03-02,direct,MLA,iOS,22275.0,20572.0,17103.0,12304.0,11421.0,0.9235465768799103,0.8313727396461209,0.7194059521721335,0.9282347204161249
20,2019-03-02,direct,MLC,Desktop,8380.0,8272.0,6946.0,5752.0,5401.0,0.9871121718377088,0.8397001934235977,0.8281025050388713,0.9389777468706537
21,2019-03-02,direct,MLC,Mobile,14087.0,13961.0,10609.0,7866.0,6857.0,0.9910555831617803,0.759902585774658,0.7414459421246111,0.8717264174930078
22,2019-03-02,direct,MLU,Desktop,743.0,730.0,646.0,506.0,489.0,0.9825033647375505,0.8849315068493151,0.7832817337461301,0.9664031620553359
23,2019-03-02,direct,MLU,Mobile,1774.0,1701.0,1400.0,1077.0,1005.0,0.9588500563697858,0.823045267489712,0.7692857142857142,0.9331476323119777
24,2019-03-03,cart,MLA,Android,83957.0,4840.0,3529.0,2361.0,2192.0,0.05764855819050228,0.7291322314049586,0.6690280532728818,0.9284201609487506
25,2019-03-03,cart,MLA,Desktop,26976.0,2134.0,1704.0,1445.0,1402.0,0.0791073546856465,0.7985004686035614,0.8480046948356808,0.970242214532872
26,2019-03-03,cart,MLA,Mobile,46357.0,1956.0,1483.0,984.0,912.0,0.04219427486679466,0.7581799591002045,0.6635198921105866,0.926829268292683
27,2019-03-03,cart,MLA,iOS,12596.0,838.0,646.0,482.0,455.0,0.06652905684344236,0.7708830548926014,0.7461300309597523,0.9439834024896265
28,2019-03-03,direct,MLA,Android,113526.0,106599.0,83077.0,51557.0,47156.0,0.9389831404259817,0.7793412696179138,0.6205929438954223,0.9146381674651357
29,2019-03-03,direct,MLA,Desktop,39106.0,37083.0,30792.0,22021.0,21229.0,0.948268807855572,0.8303535312676968,0.7151532865679397,0.9640343308659916
30,2019-03-03,direct,MLA,Mobile,52461.0,48978.0,36991.0,22863.0,20847.0,0.9336078229541945,0.755257462534199,0.6180692600902923,0.9118225954599134
31,2019-03-03,direct,MLA,iOS,18784.0,17220.0,13968.0,9617.0,8865.0,0.9167376490630323,0.8111498257839721,0.6885022909507446,0.9218051367370281
32,2019-03-03,direct,MLC,Desktop,9365.0,9257.0,7940.0,6518.0,6138.0,0.988467698878804,0.8577292859457708,0.8209068010075566,0.941699907947223
33,2019-03-03,direct,MLC,Mobile,15257.0,15183.0,11353.0,8610.0,7495.0,0.9951497673199188,0.7477441875782125,0.7583898529023165,0.870499419279907
34,2019-03-03,direct,MLU,Desktop,579.0,569.0,472.0,373.0,361.0,0.9827288428324698,0.8295254833040422,0.7902542372881356,0.967828418230563
35,2019-03-03,direct,MLU,Mobile,1203.0,1178.0,938.0,690.0,646.0,0.9792186201163757,0.7962648556876061,0.7356076759061834,0.936231884057971
36,2019-03-04,cart,MLA,Android,110740.0,6384.0,4656.0,3234.0,3009.0,0.05764854614412136,0.7293233082706767,0.6945876288659794,0.9304267161410018
37,2019-03-04,cart,MLA,Desktop,40060.0,3169.0,2494.0,2077.0,2012.0,0.0791063404892661,0.7869990533291259,0.8327987169206095,0.9687048627828599
38,2019-03-04,cart,MLA,Mobile,53136.0,2242.0,1747.0,1206.0,1135.0,0.04219361638060825,0.77921498661909,0.6903262736119061,0.9411276948590381
39,2019-03-04,cart,MLA,iOS,16684.0,1110.0,835.0,621.0,568.0,0.06653080795972188,0.7522522522522522,0.7437125748502994,0.9146537842190016
40,2019-03-04,direct,MLA,Android,142338.0,133952.0,105604.0,67622.0,62339.0,0.941083898888561,0.7883719541328237,0.6403355933487368,0.9218745378722901
41,2019-03-04,direct,MLA,Desktop,58379.0,55362.0,46292.0,33694.0,32567.0,0.9483204576988301,0.8361692135399733,0.7278579452173162,0.9665519083516353
42,2019-03-04,direct,MLA,Mobile,65201.0,61234.0,46690.0,28911.0,26454.0,0.9391573748868882,0.7624848940131299,0.6192118226600986,0.9150150461761959
43,2019-03-04,direct,MLA,iOS,24166.0,22199.0,18156.0,12852.0,11881.0,0.9186046511627907,0.8178746790395964,0.7078651685393258,0.924447556800498
44,2019-03-04,direct,MLC,Desktop,21177.0,20968.0,18204.0,15133.0,14332.0,0.9901308022854984,0.8681800839374285,0.8313008130081301,0.9470693187074605
45,2019-03-04,direct,MLC,Mobile,17535.0,17390.0,13430.0,10366.0,9153.0,0.9917308240661534,0.7722829212190915,0.7718540580789278,0.8829828284777156
46,2019-03-04,direct,MLU,Desktop,1243.0,1213.0,1047.0,833.0,808.0,0.9758648431214803,0.8631492168178071,0.7956064947468959,0.9699879951980792
47,2019-03-04,direct,MLU,Mobile,2110.0,2074.0,1713.0,1285.0,1188.0,0.9829383886255925,0.8259402121504339,0.7501459427904261,0.9245136186770428
48,2019-03-05,cart,MLA,Android,129387.0,7459.0,5542.0,3918.0,3673.0,0.05764875914890986,0.7429950395495375,0.7069649945867917,0.9374680959673303
49,2019-03-05,cart,MLA,Desktop,53990.0,4271.0,3371.0,2881.0,2806.0,0.07910724208186701,0.7892765160383985,0.854642539305844,0.973967372440125
50,2019-03-05,cart,MLA,Mobile,62521.0,2638.0,2016.0,1445.0,1382.0,0.04219382287551383,0.7642153146322972,0.716765873015873,0.956401384083045
51,2019-03-05,cart,MLA,iOS,19449.0,1294.0,912.0,714.0,676.0,0.06653298370096149,0.7047913446676971,0.7828947368421053,0.9467787114845938
52,2019-03-05,direct,MLA,Android,159192.0,151029.0,119921.0,79137.0,73578.0,0.9487222976028946,0.7940263128273378,0.6599094403815845,0.9297547291406043
53,2019-03-05,direct,MLA,Desktop,71298.0,67429.0,57333.0,43257.0,41916.0,0.9457348032202867,0.8502721381008171,0.7544869446915389,0.968999237117692
54,2019-03-05,direct,MLA,Mobile,74185.0,70248.0,53964.0,33750.0,31120.0,0.9469299723663813,0.7681926887598224,0.6254169446297532,0.922074074074074
55,2019-03-05,direct,MLA,iOS,29237.0,27081.0,22501.0,16484.0,15372.0,0.9262578239901494,0.8308777371588937,0.7325896626816586,0.9325406454743994
56,2019-03-05,direct,MLC,Desktop,20716.0,20519.0,17804.0,14840.0,14007.0,0.9904904421703031,0.8676836103123934,0.8335205571781622,0.9438679245283019
57,2019-03-05,direct,MLC,Mobile,16774.0,16691.0,12833.0,10105.0,8979.0,0.995051865983069,0.768857468096579,0.7874230499493493,0.8885700148441366
58,2019-03-05,direct,MLU,Desktop,1255.0,1241.0,1081.0,886.0,861.0,0.9888446215139443,0.871071716357776,0.8196114708603145,0.9717832957110609
59,2019-03-05,direct,MLU,Mobile,2356.0,2320.0,1963.0,1528.0,1423.0,0.9847198641765704,0.8461206896551724,0.7784004075394804,0.931282722513089
60,2019-03-06,cart,MLA,Android,158477.0,9136.0,6717.0,5056.0,4750.0,0.05764874398177654,0.735223292469352,0.7527169867500372,0.9394778481012658
61,2019-03-06,cart,MLA,Desktop,90220.0,7137.0,5389.0,4726.0,4609.0,0.07910662824207493,0.7550791649152305,0.8769716088328076,0.9752433347439695
62,2019-03-06,cart,MLA,Mobile,67948.0,2867.0,2145.0,1600.0,1508.0,0.04219403072938129,0.7481688175793513,0.745920745920746,0.9425
63,2019-03-06,cart,MLA,iOS,25161.0,1674.0,1276.0,964.0,883.0,0.06653153690234888,0.7622461170848268,0.7554858934169278,0.9159751037344398
64,2019-03-06,direct,MLA,Android,201155.0,191359.0,155003.0,110761.0,103856.0,0.9513012353657627,0.8100115489733956,0.7145732663238776,0.9376585621292693
65,2019-03-06,direct,MLA,Desktop,128716.0,122599.0,106288.0,83705.0,81550.0,0.952476770564654,0.866956500460852,0.7875301068794219,0.9742548234872469
66,2019-03-06,direct,MLA,Mobile,84528.0,79988.0,62924.0,43047.0,40332.0,0.9462899867499527,0.78666800020003,0.6841109910368063,0.9369294027458359
67,2019-03-06,direct,MLA,iOS,38656.0,35937.0,30342.0,23509.0,22048.0,0.929661630794702,0.8443108773687286,0.7748006064201437,0.9378535879875792
68,2019-03-06,direct,MLC,Desktop,20343.0,20152.0,17342.0,14478.0,13679.0,0.9906110209900212,0.860559745930925,0.8348518048667973,0.9448128194502003
69,2019-03-06,direct,MLC,Mobile,17186.0,17034.0,13126.0,10073.0,8821.0,0.9911555917607355,0.7705764940706822,0.7674081974706689,0.8757073364439592
70,2019-03-06,direct,MLU,Desktop,2097.0,2068.0,1854.0,1512.0,1476.0,0.9861707200762995,0.8965183752417795,0.8155339805825242,0.9761904761904762
71,2019-03-06,direct,MLU,Mobile,2685.0,2616.0,2188.0,1751.0,1675.0,0.9743016759776536,0.8363914373088684,0.8002742230347349,0.9565962307252999
72,2019-03-07,cart,MLA,Android,154956.0,8933.0,6636.0,4876.0,4557.0,0.057648622834869254,0.7428635396843166,0.7347799879445449,0.934577522559475
73,2019-03-07,cart,MLA,Desktop,91307.0,7223.0,5634.0,4905.0,4775.0,0.0791067497563166,0.7800083067977295,0.8706070287539937,0.9734964322120285
74,2019-03-07,cart,MLA,Mobile,70768.0,2986.0,2221.0,1580.0,1494.0,0.04219421207325345,0.7438044206296048,0.7113912651958577,0.9455696202531646
75,2019-03-07,cart,MLA,iOS,24455.0,1627.0,1207.0,936.0,898.0,0.06653036188918422,0.7418561770129072,0.7754763877381938,0.9594017094017094
76,2019-03-07,direct,MLA,Android,197800.0,188350.0,154081.0,108500.0,101511.0,0.9522244691607684,0.8180568091319352,0.7041750767453482,0.9355852534562212
77,2019-03-07,direct,MLA,Desktop,127119.0,120994.0,105296.0,82652.0,80449.0,0.9518168015796222,0.8702580293237682,0.7849490958820848,0.9733460775298843
78,2019-03-07,direct,MLA,Mobile,85075.0,80186.0,62852.0,42868.0,40172.0,0.9425330590655304,0.7838276008280747,0.6820467129128747,0.9371092656527014
79,2019-03-07,direct,MLA,iOS,38559.0,36189.0,30675.0,23484.0,22048.0,0.9385357504084649,0.8476332587250269,0.7655745721271394,0.9388519843297565
80,2019-03-07,direct,MLC,Desktop,18599.0,18405.0,15732.0,13026.0,12323.0,0.9895693316844991,0.8547677261613692,0.8279938977879482,0.9460310148932903
81,2019-03-07,direct,MLC,Mobile,16179.0,16038.0,12165.0,9296.0,8180.0,0.9912849990728723,0.7585110362888141,0.7641594739005343,0.8799483648881239
82,2019-03-07,direct,MLU,Desktop,1875.0,1843.0,1627.0,1354.0,1329.0,0.9829333333333333,0.882799782962561,0.8322065150583897,0.981536189069424
83,2019-03-07,direct,MLU,Mobile,2368.0,2326.0,1923.0,1516.0,1446.0,0.9822635135135135,0.8267411865864145,0.7883515340613625,0.9538258575197889
84,2019-03-08,cart,MLA,Android,137384.0,7920.0,5959.0,4438.0,4145.0,0.05764863448436499,0.7523989898989899,0.744755831515355,0.933979269941415
85,2019-03-08,cart,MLA,Desktop,82003.0,6487.0,5133.0,4487.0,4384.0,0.07910686194407522,0.7912748574071219,0.8741476719267485,0.9770447960775573
86,2019-03-08,cart,MLA,Mobile,63587.0,2683.0,2025.0,1411.0,1360.0,0.0421941591834809,0.7547521431233694,0.6967901234567901,0.963855421686747
87,2019-03-08,cart,MLA,iOS,20637.0,1373.0,993.0,784.0,734.0,0.06653098803120609,0.7232337946103423,0.7895266868076536,0.9362244897959183
88,2019-03-08,direct,MLA,Android,178632.0,170334.0,140605.0,100134.0,93816.0,0.9535469568722289,0.825466436530581,0.712165285729526,0.9369045479058062
89,2019-03-08,direct,MLA,Desktop,114283.0,108905.0,94298.0,74356.0,72480.0,0.952941382357831,0.8658739268169505,0.7885214956838957,0.97477002528377
